order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
848,265,Completed,2017-08-04,2017-08-17,2017-08-13,1,8
849,320,Pending,2017-08-04,2017-08-15,2017-08-05,1,9
850,673,Processing,2017-08-05,2017-08-17,2017-08-08,1,6
851,1400,Completed,2017-08-06,2017-08-11,2017-08-25,1,10
852,820,Pending,2017-08-06,2017-08-12,2017-08-09,2,8
853,89,Completed,2017-08-06,2017-08-18,2017-08-11,2,6
854,1227,Pending,2017-08-07,2017-08-20,2017-08-09,2,6
855,821,Completed,2017-08-07,2017-08-15,2017-08-17,2,4
856,1001,Processing,2017-08-09,2017-08-23,,3,5
857,334,Completed,2017-08-10,2017-08-24,2017-08-18,1,2
858,222,Pending,2017-08-10,2017-08-23,2017-08-17,3,3
859,41,Completed,2017-08-11,2017-08-19,,1,3
860,68,Shipped,2017-08-11,2017-08-25,2017-08-14,1,5
861,988,Shipped,2017-08-13,2017-08-27,2017-08-15,3,5
862,514,Cancelled,2017-08-13,2017-08-27,,2,6
863,1151,Processing,2017-08-13,2017-08-26,2017-08-14,3,5
864,1279,Processing,2017-08-14,2017-08-25,2017-08-16,3,6
865,695,Completed,2017-08-14,2017-08-20,2017-08-15,1,8
866,1040,Completed,2017-08-14,2017-08-27,2017-08-17,1,2
867,477,Completed,2017-08-15,2017-08-23,2017-08-16,1,4
868,1086,Processing,2017-08-15,2017-08-27,2017-08-16,2,6
869,881,Shipped,2017-08-16,2017-08-27,2017-08-17,3,5
870,432,Completed,2017-08-16,2017-08-27,2017-08-17,3,1
871,268,Shipped,2017-08-17,2017-08-29,2017-08-31,2,9
872,1059,Pending,2017-08-17,2017-08-22,2017-08-19,3,3
873,779,Pending,2017-08-17,2017-08-26,2017-08-18,3,2
874,494,Completed,2017-08-18,2017-08-24,2017-08-23,1,9
875,661,Completed,2017-08-19,2017-08-25,2017-09-02,2,7
876,1349,Completed,2017-08-20,2017-08-25,2017-08-25,1,5
877,1328,Pending,2017-08-21,2017-08-30,2017-08-24,2,6
878,1300,Completed,2017-08-21,2017-08-27,2017-08-24,1,4
879,1013,Completed,2017-08-22,2017-08-30,2017-08-28,3,1
880,1225,Shipped,2017-08-23,2017-08-30,2017-08-24,2,4
881,1348,Processing,2017-08-24,2017-08-31,,2,9
882,1059,Shipped,2017-08-24,2017-08-30,2017-08-27,1,1
883,977,Completed,2017-08-25,2017-09-04,2017-09-01,2,10
884,482,Completed,2017-08-26,2017-09-01,2017-09-09,3,3
885,728,Processing,2017-08-27,2017-09-08,2017-09-06,3,5
886,480,Completed,2017-08-27,2017-09-08,2017-08-30,3,7
887,1089,Completed,2017-08-29,2017-09-07,2017-09-07,1,9
888,1032,Completed,2017-08-29,2017-09-12,2017-08-31,2,6
889,1325,Completed,2017-08-30,2017-09-10,2017-09-03,1,3
890,343,Completed,2017-08-30,2017-09-07,2017-09-10,3,7
891,332,Completed,2017-08-31,2017-09-05,2017-09-05,2,4
892,438,Completed,2017-08-31,2017-09-06,,3,3
893,174,Completed,2017-09-01,2017-09-15,2017-09-02,2,7
894,559,Pending,2017-09-01,2017-09-15,,2,7
895,527,Completed,2017-09-03,2017-09-11,2017-09-05,1,4
896,659,Pending,2017-09-04,2017-09-09,2017-09-05,2,7
897,26,Completed,2017-09-04,2017-09-16,2017-09-05,3,2
898,820,Completed,2017-09-06,2017-09-19,2017-09-10,2,1
899,605,Pending,2017-09-06,2017-09-14,2017-09-07,3,2
900,406,Completed,2017-09-10,2017-09-24,,1,4
901,232,Completed,2017-09-10,2017-09-17,2017-09-11,3,8
902,533,Completed,2017-09-11,2017-09-17,2017-09-16,2,3
903,505,Shipped,2017-09-12,2017-09-21,,3,10
904,179,Completed,2017-09-12,2017-09-19,2017-09-15,3,6
905,132,Completed,2017-09-13,2017-09-27,2017-09-14,2,6
906,348,Pending,2017-09-13,2017-09-24,2017-09-24,3,9
907,540,Completed,2017-09-13,2017-09-23,2017-09-14,2,9
908,772,Completed,2017-09-14,2017-09-19,,1,4
909,1430,Completed,2017-09-16,2017-09-28,2017-09-20,3,9
910,76,Processing,2017-09-16,2017-09-22,2017-09-18,1,6
911,579,Completed,2017-09-16,2017-09-25,2017-09-21,3,2
912,854,Completed,2017-09-17,2017-09-30,2017-09-18,3,10
913,194,Completed,2017-09-17,2017-09-29,2017-09-19,1,6
914,1186,Processing,2017-09-19,2017-09-25,2017-09-20,3,2
915,347,Completed,2017-09-21,2017-10-04,2017-09-24,3,8
916,951,Cancelled,2017-09-22,2017-10-01,2017-09-23,1,4
917,1385,Completed,2017-09-23,2017-10-07,2017-09-24,3,5
918,1111,Cancelled,2017-09-23,2017-10-03,2017-09-24,2,8
919,1286,Shipped,2017-09-23,2017-09-30,2017-09-25,3,8
920,214,Completed,2017-09-25,2017-10-02,2017-09-28,3,6
921,573,Completed,2017-09-25,2017-10-09,2017-09-26,3,4
922,780,Completed,2017-09-25,2017-10-07,2017-09-30,1,1
923,262,Completed,2017-09-27,2017-10-11,2017-09-28,2,7
924,730,Processing,2017-09-27,2017-10-11,2017-09-28,2,8
925,283,Completed,2017-09-27,2017-10-03,2017-09-28,3,9
926,1404,Completed,2017-09-28,2017-10-04,2017-09-29,1,2
927,362,Completed,2017-09-29,2017-10-08,2017-09-30,1,1
928,441,Shipped,2017-09-29,2017-10-09,2017-10-04,2,4
929,93,Completed,2017-09-30,2017-10-06,,1,5
930,753,Completed,2017-09-30,2017-10-09,2017-10-05,3,10
931,867,Completed,2017-09-30,2017-10-11,2017-10-06,3,1
932,142,Shipped,2017-10-01,2017-10-15,2017-10-02,1,5
933,1315,Pending,2017-10-01,2017-10-15,2017-10-02,3,6
934,749,Completed,2017-10-02,2017-10-14,2017-10-04,2,3
935,653,Completed,2017-10-03,2017-10-14,2017-10-07,3,7
936,701,Completed,2017-10-03,2017-10-15,2017-11-06,1,6
937,998,Completed,2017-10-04,2017-10-17,2017-10-06,2,4
938,49,Shipped,2017-10-04,2017-10-13,2017-10-05,3,3
939,1326,Processing,2017-10-07,2017-10-16,2017-10-09,2,5
940,881,Completed,2017-10-08,2017-10-22,2017-10-10,1,3
941,1214,Shipped,2017-10-08,2017-10-16,2017-10-10,3,10
942,1160,Completed,2017-10-08,2017-10-21,2017-10-13,3,9
943,555,Processing,2017-10-09,2017-10-18,2017-10-11,2,9
944,404,Shipped,2017-10-09,2017-10-15,2017-10-10,3,6
945,892,Completed,2017-10-10,2017-10-24,2017-10-13,3,6
946,865,Processing,2017-10-10,2017-10-22,2017-10-13,3,4
947,602,Completed,2017-10-10,2017-10-21,2017-10-11,3,4
948,341,Completed,2017-10-11,2017-10-23,2017-10-13,1,2
949,704,Completed,2017-10-11,2017-10-18,2017-10-12,3,10
950,318,Completed,2017-10-11,2017-10-19,2017-10-14,2,4
951,618,Processing,2017-10-12,2017-10-21,2017-10-17,1,8
952,1387,Shipped,2017-10-12,2017-10-22,2017-10-28,2,10
953,382,Pending,2017-10-13,2017-10-18,2017-10-21,2,2
954,233,Shipped,2017-10-13,2017-10-21,2017-10-15,2,9
955,1368,Processing,2017-10-14,2017-10-28,2017-10-18,1,1
956,817,Completed,2017-10-14,2017-10-23,2017-10-15,1,2
957,553,Completed,2017-10-15,2017-10-26,,1,2
958,856,Completed,2017-10-16,2017-10-25,2017-10-17,3,6
959,819,Pending,2017-10-16,2017-10-21,2017-10-19,2,7
960,183,Shipped,2017-10-17,2017-10-28,2017-10-18,1,3
961,1065,Completed,2017-10-19,2017-10-31,2017-10-23,2,9
962,397,Processing,2017-10-19,2017-10-30,2017-10-21,1,5
963,779,Pending,2017-10-20,2017-10-28,2017-10-24,1,5
964,907,Completed,2017-10-20,2017-11-01,2017-10-29,1,4
965,1357,Completed,2017-10-22,2017-10-31,2017-10-23,2,9
966,127,Completed,2017-10-22,2017-11-05,2017-10-26,3,8
967,1,Completed,2017-10-25,2017-11-07,2017-10-26,1,4
968,1192,Completed,2017-10-25,2017-11-08,2017-11-01,1,4
969,19,Completed,2017-10-26,2017-11-04,,1,2
970,1356,Completed,2017-10-26,2017-10-31,2017-10-29,3,9
971,584,Completed,2017-10-26,2017-11-08,2017-11-01,2,3
972,456,Shipped,2017-10-27,2017-11-05,2017-10-31,2,4
973,957,Completed,2017-10-27,2017-11-06,2017-10-30,2,7
974,1133,Pending,2017-10-27,2017-11-04,2017-10-28,2,10
975,1292,Completed,2017-10-29,2017-11-08,,1,8
976,445,Completed,2017-10-30,2017-11-11,2017-10-31,3,8
977,1264,Shipped,2017-10-30,2017-11-06,2017-11-08,1,4
978,1325,Completed,2017-10-31,2017-11-09,2017-11-07,3,7
979,602,Completed,2017-10-31,2017-11-06,2017-11-02,2,10
980,103,Processing,2017-10-31,2017-11-06,2017-11-01,3,1
981,988,Completed,2017-10-31,2017-11-11,,1,6
982,1274,Completed,2017-11-02,2017-11-16,2017-11-24,1,6
983,520,Completed,2017-11-02,2017-11-16,2017-11-03,2,6
984,1177,Completed,2017-11-04,2017-11-18,2017-11-05,1,2
985,859,Completed,2017-11-05,2017-11-15,2017-11-11,1,8
986,174,Completed,2017-11-05,2017-11-13,2017-11-07,3,5
987,1367,Shipped,2017-11-06,2017-11-15,2017-11-09,1,5
988,1005,Processing,2017-11-06,2017-11-11,2017-11-08,2,2
989,431,Pending,2017-11-06,2017-11-17,2017-11-09,2,4
990,727,Pending,2017-11-07,2017-11-19,2017-11-15,1,9
991,850,Shipped,2017-11-07,2017-11-20,2017-11-12,2,9
992,1348,Completed,2017-11-07,2017-11-19,2017-11-13,3,6
993,990,Shipped,2017-11-07,2017-11-16,2017-11-18,3,9
994,639,Processing,2017-11-07,2017-11-14,2017-11-08,1,4
995,420,Processing,2017-11-08,2017-11-22,2017-11-09,1,1
996,594,Completed,2017-11-09,2017-11-22,2017-11-12,3,2
997,485,Completed,2017-11-09,2017-11-19,2017-11-15,2,1
998,412,Completed,2017-11-10,2017-11-19,,1,8
999,936,Processing,2017-11-10,2017-11-17,2017-11-14,1,9
1000,1108,Completed,2017-11-10,2017-11-20,2017-11-22,2,10
1001,1137,Processing,2017-11-12,2017-11-19,2017-11-17,1,6
1002,332,Completed,2017-11-13,2017-11-27,2017-11-14,2,2
1003,1402,Completed,2017-11-13,2017-11-23,2017-11-16,2,6
1004,655,Completed,2017-11-13,2017-11-21,2017-11-15,2,9
1005,41,Completed,2017-11-14,2017-11-20,2017-11-17,2,3
1006,959,Completed,2017-11-14,2017-11-26,,2,9
1007,105,Completed,2017-11-14,2017-11-22,2017-11-23,3,2
1008,202,Cancelled,2017-11-16,2017-11-29,2017-11-27,2,5
1009,450,Completed,2017-11-16,2017-11-27,2017-12-09,3,2
1010,1290,Completed,2017-11-16,2017-11-22,2017-11-17,2,7
1011,910,Pending,2017-11-18,2017-11-26,2017-11-19,1,10
1012,210,Shipped,2017-11-18,2017-11-27,2017-11-19,3,9
1013,563,Processing,2017-11-18,2017-11-25,2017-11-29,1,7
1014,1142,Completed,2017-11-18,2017-12-01,2017-11-23,2,5
1015,713,Shipped,2017-11-19,2017-11-28,2017-11-23,2,4
1016,1401,Processing,2017-11-20,2017-11-26,2017-11-21,1,4
1017,771,Completed,2017-11-22,2017-11-29,2017-11-23,2,10
1018,1108,Completed,2017-11-22,2017-12-05,2017-11-24,1,8
1019,454,Completed,2017-11-22,2017-12-03,2017-11-24,2,10
1020,667,Completed,2017-11-22,2017-11-28,2017-11-28,2,10
1021,629,Processing,2017-11-23,2017-12-06,2017-11-25,3,10
1022,387,Completed,2017-11-23,2017-12-01,2017-11-27,1,10
1023,1374,Shipped,2017-11-23,2017-12-06,2017-11-28,2,10
1024,296,Completed,2017-11-24,2017-11-30,2017-11-29,1,1
1025,258,Completed,2017-11-24,2017-12-08,2017-11-26,3,5
1026,1105,Completed,2017-11-24,2017-12-02,2017-11-30,1,2
1027,268,Completed,2017-11-24,2017-12-03,2017-11-28,3,9
1028,419,Processing,2017-11-24,2017-11-30,2017-12-14,1,7
1029,235,Processing,2017-11-24,2017-12-08,2017-11-25,1,10
1030,1335,Completed,2017-11-25,2017-11-30,2017-11-29,3,8
1031,986,Completed,2017-11-26,2017-12-07,,2,6
1032,1381,Completed,2017-11-27,2017-12-11,,2,9
1033,1237,Pending,2017-11-27,2017-12-02,2017-11-29,2,6
1034,574,Completed,2017-11-28,2017-12-10,2017-11-29,1,7
1035,49,Completed,2017-11-29,2017-12-06,2017-12-04,1,7
1036,1151,Pending,2017-11-30,2017-12-14,2017-12-01,2,9
1037,223,Shipped,2017-11-30,2017-12-10,2017-12-04,1,8
1038,921,Completed,2017-12-02,2017-12-13,,1,1
1039,1303,Completed,2017-12-03,2017-12-17,2017-12-04,2,4
1040,1432,Pending,2017-12-03,2017-12-08,2017-12-09,3,7
1041,1318,Pending,2017-12-04,2017-12-14,2017-12-10,1,8
1042,277,Completed,2017-12-04,2017-12-15,2017-12-07,1,7
1043,1131,Shipped,2017-12-05,2017-12-15,2017-12-06,1,3
1044,420,Processing,2017-12-05,2017-12-13,2017-12-12,1,4
1045,611,Completed,2017-12-06,2017-12-11,2017-12-08,3,7
1046,375,Completed,2017-12-07,2017-12-20,2017-12-12,2,8
1047,73,Completed,2017-12-07,2017-12-15,2017-12-17,1,7
1048,1054,Processing,2017-12-08,2017-12-19,2017-12-15,2,6
1049,1212,Completed,2017-12-09,2017-12-20,2017-12-19,1,9
1050,1388,Pending,2017-12-11,2017-12-17,2017-12-14,3,9
1051,195,Pending,2017-12-12,2017-12-17,2017-12-18,2,7
1052,1180,Completed,2017-12-12,2017-12-24,2017-12-13,3,8
1053,1196,Pending,2017-12-12,2017-12-24,,1,6
1054,847,Shipped,2017-12-13,2017-12-24,2017-12-16,3,1
1055,1065,Completed,2017-12-13,2017-12-25,2017-12-16,3,1
1056,1087,Completed,2017-12-14,2017-12-21,,1,6
1057,23,Completed,2017-12-14,2017-12-20,2017-12-20,1,2
1058,360,Shipped,2017-12-14,2017-12-25,2017-12-15,2,8
1059,1099,Cancelled,2017-12-14,2017-12-26,2017-12-15,1,1
1060,560,Completed,2017-12-15,2017-12-20,2017-12-16,2,2
1061,672,Processing,2017-12-17,2017-12-31,2017-12-30,3,8
1062,1142,Completed,2017-12-18,2017-12-31,2017-12-20,3,6
1063,1404,Completed,2017-12-20,2017-12-28,2017-12-22,2,10
1064,679,Completed,2017-12-21,2017-12-29,2018-01-18,1,2
1065,1314,Completed,2017-12-21,2017-12-28,2017-12-26,1,2
1066,440,Completed,2017-12-22,2018-01-01,2017-12-23,3,7
1067,933,Completed,2017-12-22,2017-12-27,,2,5
1068,7,Completed,2017-12-22,2018-01-01,2017-12-29,3,5
1069,1220,Shipped,2017-12-22,2017-12-28,2017-12-31,3,8
1070,421,Completed,2017-12-22,2018-01-04,,1,7
1071,833,Completed,2017-12-22,2017-12-28,2017-12-23,2,9
1072,1217,Completed,2017-12-23,2018-01-03,2017-12-24,3,4
1073,559,Processing,2017-12-23,2017-12-28,2017-12-24,1,10
1074,1172,Completed,2017-12-26,2018-01-06,2017-12-28,3,4
1075,1226,Completed,2017-12-27,2018-01-05,2017-12-31,3,2
1076,914,Cancelled,2017-12-27,2018-01-08,2017-12-28,1,3
1077,1443,Completed,2017-12-27,2018-01-04,2018-01-07,1,1
1078,1007,Completed,2017-12-27,2018-01-10,2017-12-28,2,1
1079,126,Processing,2017-12-29,2018-01-09,2018-01-11,3,7
1080,395,Completed,2017-12-29,2018-01-08,2018-01-01,2,5
1081,817,Completed,2017-12-31,2018-01-09,2018-01-01,1,3
1082,881,Completed,2017-12-31,2018-01-08,2018-01-01,1,7
1083,576,Completed,2017-12-31,2018-01-11,2018-01-12,3,2
1084,325,Completed,2018-01-01,2018-01-10,2018-01-06,2,3
1085,1416,Completed,2018-01-01,2018-01-10,,2,1
1086,930,Completed,2018-01-01,2018-01-06,2018-01-02,3,8
1087,1228,Completed,2018-01-02,2018-01-08,2018-01-03,3,2
1088,833,Processing,2018-01-05,2018-01-14,2018-01-09,2,7
1089,1055,Completed,2018-01-05,2018-01-12,2018-01-11,1,9
1090,1412,Completed,2018-01-05,2018-01-11,2018-01-10,1,6
1091,837,Shipped,2018-01-05,2018-01-13,2018-01-10,3,2
1092,926,Pending,2018-01-06,2018-01-14,2018-01-08,2,2
1093,1400,Completed,2018-01-06,2018-01-14,2018-01-12,2,9
1094,1368,Shipped,2018-01-07,2018-01-15,2018-01-17,2,10
1095,443,Completed,2018-01-10,2018-01-17,2018-01-11,1,8
1096,75,Completed,2018-01-11,2018-01-22,2018-01-12,1,9
1097,557,Processing,2018-01-12,2018-01-25,2018-01-18,2,4
1098,1179,Completed,2018-01-13,2018-01-22,2018-01-17,2,4
1099,363,Completed,2018-01-14,2018-01-22,2018-01-16,3,2
1100,448,Completed,2018-01-14,2018-01-20,2018-01-20,3,10
1101,1258,Completed,2018-01-14,2018-01-20,2018-01-20,2,1
1102,262,Completed,2018-01-15,2018-01-24,2018-01-16,2,10
1103,125,Shipped,2018-01-15,2018-01-26,2018-01-16,1,4
1104,911,Completed,2018-01-16,2018-01-30,2018-01-24,2,10
1105,245,Shipped,2018-01-17,2018-01-31,2018-01-20,3,10
1106,542,Completed,2018-01-18,2018-01-31,2018-01-19,1,8
1107,485,Processing,2018-01-18,2018-01-29,2018-01-19,3,2
1108,122,Processing,2018-01-18,2018-01-27,2018-01-21,3,8
1109,125,Pending,2018-01-19,2018-02-02,2018-01-31,1,1
1110,170,Completed,2018-01-19,2018-02-02,,3,1
1111,124,Completed,2018-01-20,2018-02-03,2018-01-23,2,4
1112,1059,Completed,2018-01-23,2018-02-02,2018-01-25,3,7
1113,1111,Shipped,2018-01-23,2018-01-30,2018-01-29,1,9
1114,646,Processing,2018-01-24,2018-02-02,,1,5
1115,786,Completed,2018-01-25,2018-02-06,2018-01-26,1,2
1116,201,Completed,2018-01-25,2018-01-30,2018-01-26,3,7
1117,369,Completed,2018-01-26,2018-01-31,,2,2
1118,797,Pending,2018-01-27,2018-02-07,2018-02-17,1,9
1119,77,Completed,2018-01-28,2018-02-06,2018-01-29,2,9
1120,59,Processing,2018-01-28,2018-02-06,2018-02-03,1,3
1121,431,Cancelled,2018-01-28,2018-02-02,2018-01-29,2,8
1122,638,Completed,2018-01-29,2018-02-11,,2,4
1123,109,Completed,2018-01-29,2018-02-03,2018-01-30,2,3
1124,1008,Completed,2018-01-30,2018-02-08,2018-02-01,1,1
1125,1302,Completed,2018-01-31,2018-02-14,2018-02-03,3,5
1126,68,Completed,2018-01-31,2018-02-13,2018-02-14,3,4
1127,1093,Completed,2018-01-31,2018-02-08,2018-02-04,3,1
1128,1189,Shipped,2018-01-31,2018-02-12,2018-02-02,2,10
1129,305,Completed,2018-02-01,2018-02-11,2018-02-07,1,8
1130,674,Completed,2018-02-01,2018-02-08,2018-02-10,2,8
1131,365,Shipped,2018-02-01,2018-02-09,2018-02-03,1,8
1132,821,Processing,2018-02-01,2018-02-07,2018-02-02,2,3
1133,1403,Completed,2018-02-01,2018-02-06,2018-02-03,1,6
1134,343,Completed,2018-02-01,2018-02-13,2018-02-11,1,7
1135,947,Completed,2018-02-02,2018-02-07,2018-02-05,1,9
1136,899,Processing,2018-02-02,2018-02-07,2018-02-07,2,5
1137,1378,Processing,2018-02-02,2018-02-10,2018-02-12,3,9
1138,1440,Pending,2018-02-03,2018-02-17,2018-02-05,2,6
1139,1133,Completed,2018-02-06,2018-02-20,,2,10
1140,762,Processing,2018-02-07,2018-02-17,2018-02-15,1,10
1141,341,Completed,2018-02-08,2018-02-21,2018-02-16,1,10
1142,942,Completed,2018-02-08,2018-02-13,2018-02-09,3,4
1143,383,Completed,2018-02-08,2018-02-19,,3,1
1144,1004,Completed,2018-02-09,2018-02-23,2018-02-14,1,1
1145,300,Completed,2018-02-09,2018-02-18,2018-02-10,3,10
1146,139,Processing,2018-02-10,2018-02-22,2018-02-12,3,5
1147,359,Shipped,2018-02-11,2018-02-22,2018-02-12,1,3
1148,836,Completed,2018-02-12,2018-02-20,2018-02-13,2,5
1149,1409,Completed,2018-02-12,2018-02-20,,3,5
1150,1304,Completed,2018-02-12,2018-02-22,2018-02-13,1,1
1151,483,Completed,2018-02-13,2018-02-23,2018-02-14,3,8
1152,909,Completed,2018-02-13,2018-02-26,2018-02-14,3,5
1153,1135,Shipped,2018-02-14,2018-02-23,2018-02-16,1,5
1154,866,Completed,2018-02-14,2018-02-26,,3,9
1155,139,Completed,2018-02-14,2018-02-23,2018-02-15,3,8
1156,996,Completed,2018-02-15,2018-02-21,2018-02-26,3,1
1157,435,Shipped,2018-02-15,2018-02-25,2018-02-18,2,3
1158,509,Processing,2018-02-18,2018-03-03,2018-02-20,2,7
1159,273,Shipped,2018-02-20,2018-02-27,2018-02-21,3,1
1160,1123,Processing,2018-02-20,2018-02-25,,1,1
1161,104,Completed,2018-02-20,2018-02-25,2018-02-23,3,5
1162,1238,Completed,2018-02-21,2018-02-28,2018-02-22,3,9
1163,762,Pending,2018-02-22,2018-03-08,2018-02-23,2,6
1164,787,Completed,2018-02-22,2018-03-03,2018-02-23,2,10
1165,165,Completed,2018-02-23,2018-03-02,2018-02-24,2,2
1166,999,Completed,2018-02-24,2018-03-09,2018-03-04,3,9
1167,520,Completed,2018-02-25,2018-03-09,2018-02-28,3,6
1168,1308,Completed,2018-02-26,2018-03-05,2018-03-04,1,5
1169,517,Completed,2018-02-26,2018-03-11,2018-02-27,3,5
1170,657,Processing,2018-02-27,2018-03-09,2018-03-03,3,3
1171,613,Completed,2018-03-01,2018-03-12,2018-03-02,2,6
1172,164,Completed,2018-03-01,2018-03-09,2018-03-02,2,4
1173,64,Completed,2018-03-02,2018-03-10,2018-03-03,2,10
1174,1115,Completed,2018-03-03,2018-03-09,2018-03-05,2,2
1175,1141,Completed,2018-03-04,2018-03-13,2018-03-14,2,3
1176,267,Completed,2018-03-04,2018-03-16,2018-03-07,1,9
1177,1164,Completed,2018-03-05,2018-03-16,,1,9
1178,246,Completed,2018-03-05,2018-03-16,,1,6
1179,395,Completed,2018-03-05,2018-03-15,2018-03-10,2,10
1180,476,Completed,2018-03-06,2018-03-13,2018-03-07,2,10
1181,977,Completed,2018-03-07,2018-03-16,2018-03-12,2,9
1182,1208,Completed,2018-03-08,2018-03-13,2018-03-09,1,4
1183,1044,Completed,2018-03-08,2018-03-19,,2,5
1184,558,Pending,2018-03-09,2018-03-22,2018-03-10,1,10
1185,1018,Completed,2018-03-09,2018-03-14,2018-03-18,2,6
1186,883,Completed,2018-03-11,2018-03-17,2018-03-12,3,9
1187,147,Completed,2018-03-12,2018-03-19,2018-03-19,1,5
1188,666,Pending,2018-03-12,2018-03-19,2018-03-14,3,8
1189,1328,Shipped,2018-03-12,2018-03-24,2018-03-13,1,1
1190,620,Processing,2018-03-13,2018-03-24,2018-03-17,2,5
1191,820,Processing,2018-03-13,2018-03-23,2018-03-16,2,10
1192,864,Completed,2018-03-15,2018-03-29,2018-03-20,3,1
1193,582,Pending,2018-03-17,2018-03-31,2018-03-18,2,10
1194,1023,Completed,2018-03-17,2018-03-25,2018-03-18,1,6
1195,695,Completed,2018-03-17,2018-03-30,2018-03-23,2,7
1196,1252,Completed,2018-03-18,2018-03-23,2018-03-19,2,5
1197,1126,Completed,2018-03-18,2018-03-24,2018-03-19,1,1
1198,1441,Shipped,2018-03-18,2018-03-26,2018-03-19,3,6
1199,1240,Completed,2018-03-19,2018-03-26,2018-03-22,3,10
1200,407,Processing,2018-03-19,2018-03-24,2018-03-27,2,5
1201,399,Completed,2018-03-22,2018-03-31,2018-03-23,1,6
1202,715,Completed,2018-03-22,2018-04-02,2018-03-23,3,10
1203,704,Completed,2018-03-24,2018-03-30,2018-03-27,3,7
1204,761,Completed,2018-03-25,2018-04-03,2018-03-26,2,7
1205,499,Processing,2018-03-25,2018-04-04,2018-03-26,1,2
1206,974,Completed,2018-03-27,2018-04-07,2018-04-07,3,3
1207,82,Completed,2018-03-27,2018-04-01,2018-04-01,2,6
1208,604,Processing,2018-03-28,2018-04-08,2018-04-08,2,3
1209,772,Completed,2018-03-29,2018-04-06,2018-03-30,2,2
1210,903,Cancelled,2018-03-29,2018-04-10,2018-04-05,2,4
1211,365,Completed,2018-03-30,2018-04-07,2018-04-05,3,5
1212,163,Completed,2018-03-31,2018-04-10,2018-04-01,1,10
1213,1072,Completed,2018-04-01,2018-04-14,2018-04-02,2,9
1214,511,Completed,2018-04-01,2018-04-10,2018-04-08,2,3
1215,1353,Completed,2018-04-02,2018-04-10,2018-04-05,3,3
1216,116,Pending,2018-04-03,2018-04-15,2018-04-12,2,6
1217,941,Shipped,2018-04-04,2018-04-17,2018-04-05,2,5
1218,337,Processing,2018-04-04,2018-04-12,2018-04-05,1,6
1219,881,Completed,2018-04-06,2018-04-13,2018-04-07,2,7
1220,737,Completed,2018-04-06,2018-04-18,2018-04-09,3,3
1221,840,Completed,2018-04-07,2018-04-16,2018-04-08,1,5
1222,147,Completed,2018-04-09,2018-04-15,2018-04-14,3,8
1223,1347,Pending,2018-04-10,2018-04-24,,1,4
1224,443,Completed,2018-04-10,2018-04-23,2018-04-14,1,10
1225,837,Completed,2018-04-12,2018-04-19,2018-04-19,2,2
1226,1037,Completed,2018-04-13,2018-04-19,2018-04-18,2,4
1227,943,Cancelled,2018-04-13,2018-04-18,,2,2
1228,287,Completed,2018-04-13,2018-04-25,2018-04-15,3,3
1229,720,Completed,2018-04-13,2018-04-20,2018-04-14,2,4
1230,1138,Completed,2018-04-13,2018-04-24,2018-04-20,2,4
1231,480,Completed,2018-04-14,2018-04-19,2018-04-18,1,10
1232,22,Completed,2018-04-14,2018-04-19,2018-04-25,2,9
1233,1373,Completed,2018-04-16,2018-04-29,2018-04-25,2,10
1234,683,Processing,2018-04-17,2018-04-29,2018-04-19,2,6
1235,906,Completed,2018-04-20,2018-04-27,2018-04-22,2,9
1236,320,Pending,2018-04-21,2018-05-01,2018-04-22,1,4
1237,126,Cancelled,2018-04-22,2018-04-29,2018-04-30,2,9
1238,277,Processing,2018-04-22,2018-04-30,2018-04-27,1,9
1239,1228,Completed,2018-04-23,2018-04-28,2018-04-24,3,6
1240,194,Completed,2018-04-23,2018-05-02,2018-04-24,2,5
1241,696,Pending,2018-04-24,2018-04-29,2018-05-03,2,3
1242,1310,Pending,2018-04-24,2018-04-29,2018-05-12,2,5
1243,57,Completed,2018-04-24,2018-05-08,2018-04-25,1,3
1244,1327,Pending,2018-04-24,2018-05-05,,2,5
1245,1187,Completed,2018-04-25,2018-05-05,2018-04-27,2,5
1246,19,Completed,2018-04-25,2018-05-01,2018-05-01,3,2
1247,1394,Completed,2018-04-26,2018-05-02,,1,9
1248,264,Completed,2018-04-28,2018-05-09,2018-04-29,1,7
1249,794,Completed,2018-04-29,2018-05-04,2018-04-30,3,6
1250,113,Pending,2018-04-30,2018-05-06,2018-05-05,1,5
1251,1351,Completed,2018-04-30,2018-05-12,2018-05-02,2,4
1252,542,Completed,2018-04-30,2018-05-10,2018-05-01,2,8
1253,647,Completed,2018-05-03,2018-05-09,2018-05-07,3,2
1254,579,Completed,2018-05-03,2018-05-14,2018-05-04,1,8
1255,1089,Completed,2018-05-03,2018-05-11,2018-05-04,1,1
1256,1316,Pending,2018-05-03,2018-05-09,2018-05-04,1,10
1257,25,Processing,2018-05-04,2018-05-14,2018-05-06,3,1
1258,1,Processing,2018-05-06,2018-05-19,2018-05-10,2,3
1259,911,Pending,2018-05-08,2018-05-21,2018-05-10,3,5
1260,141,Completed,2018-05-09,2018-05-21,2018-05-14,2,6
1261,648,Completed,2018-05-11,2018-05-18,2018-05-12,3,4
1262,188,Completed,2018-05-13,2018-05-20,2018-05-17,2,7
1263,1152,Completed,2018-05-14,2018-05-20,2018-05-17,1,7
