UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_LIABILITIES),Year
OH,PSA Airlines Inc.,1,148345.0,2017
OH,PSA Airlines Inc.,2,134704.0,2017
OH,PSA Airlines Inc.,3,134028.0,2017
OH,PSA Airlines Inc.,4,141962.0,2017
OO,SkyWest Airlines Inc.,1,497286.0,2017
OO,SkyWest Airlines Inc.,2,539307.0,2017
OO,SkyWest Airlines Inc.,3,791340.0,2017
OO,SkyWest Airlines Inc.,4,861417.0,2017
PFQ,Asia Pacific,1,4528.0,2017
PFQ,Asia Pacific,2,4324.0,2017
PFQ,Asia Pacific,3,4100.0,2017
PFQ,Asia Pacific,4,4121.0,2017
PO,Polar Air Cargo Airways,1,97774.0,2017
PO,Polar Air Cargo Airways,2,87962.0,2017
PO,Polar Air Cargo Airways,3,93405.0,2017
PO,Polar Air Cargo Airways,4,101722.0,2017
QX,Horizon Air,1,230245.0,2017
QX,Horizon Air,2,359549.0,2017
QX,Horizon Air,3,453003.0,2017
QX,Horizon Air,4,427146.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,1,136855.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,2,132128.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,3,147783.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,4,166759.0,2017
U7,USA Jet Airlines Inc.,1,54000.0,2017
U7,USA Jet Airlines Inc.,2,87273.0,2017
U7,USA Jet Airlines Inc.,3,91799.0,2017
U7,USA Jet Airlines Inc.,4,112762.0,2017
UA,United Air Lines Inc.,1,12666552.0,2017
UA,United Air Lines Inc.,2,13601721.0,2017
UA,United Air Lines Inc.,3,13091556.0,2017
UA,United Air Lines Inc.,4,12681164.0,2017
VX,Virgin America,1,585756.0,2017
VX,Virgin America,2,464468.0,2017
VX,Virgin America,3,328380.0,2017
VX,Virgin America,4,359317.0,2017
WI,Sky Lease Cargo,1,26353.0,2017
WI,Sky Lease Cargo,2,46650.0,2017
WI,Sky Lease Cargo,3,38052.0,2017
WI,Sky Lease Cargo,4,36369.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,10882.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,12183.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,10768.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,8698.0,2017
WN,Southwest Airlines Co.,1,7458436.0,2017
WN,Southwest Airlines Co.,2,7096900.0,2017
WN,Southwest Airlines Co.,3,6965406.0,2017
WN,Southwest Airlines Co.,4,6904952.0,2017
WP,Island Air Hawaii,1,14736.0,2017
WP,Island Air Hawaii,2,16667.0,2017
WP,Island Air Hawaii,3,21916.0,2017
WP,Island Air Hawaii,4,,2017
X9,Omni Air International LLC,1,43364.0,2017
X9,Omni Air International LLC,2,43907.0,2017
X9,Omni Air International LLC,3,45811.0,2017
X9,Omni Air International LLC,4,37818.0,2017
XP,TEM Enterprises dba  Avelo Airlines,1,25735.0,2017
XP,TEM Enterprises dba  Avelo Airlines,2,30071.0,2017
XP,TEM Enterprises dba  Avelo Airlines,3,33814.0,2017
XP,TEM Enterprises dba  Avelo Airlines,4,40188.0,2017
YV,Mesa Airlines Inc.,1,108177.0,2017
YV,Mesa Airlines Inc.,2,116664.0,2017
YV,Mesa Airlines Inc.,3,126356.0,2017
YV,Mesa Airlines Inc.,4,106411.0,2017
YX,Republic Airline,1,1545991.0,2017
YX,Republic Airline,2,420871.0,2017
YX,Republic Airline,3,420679.0,2017
YX,Republic Airline,4,356007.0,2017
ZW,Air Wisconsin Airlines Corp,1,38071.0,2017
ZW,Air Wisconsin Airlines Corp,2,51405.0,2017
ZW,Air Wisconsin Airlines Corp,3,66535.0,2017
ZW,Air Wisconsin Airlines Corp,4,45935.0,2017
All Rows,All Rows (including those not displayed),1,75539288.0,2017
All Rows,All Rows (including those not displayed),2,76645459.0,2017
All Rows,All Rows (including those not displayed),3,75662149.0,2017
All Rows,All Rows (including those not displayed),4,77799898.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,27810.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,28453.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,30165.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,32508.0,2018
0WQ,Avjet Corporation,1,29661.0,2018
0WQ,Avjet Corporation,2,,2018
0WQ,Avjet Corporation,3,,2018
0WQ,Avjet Corporation,4,26831.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,6641.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,8977.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,9636.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,9632.0,2018
27Q,"Jet Aviation Flight Services, Inc.",1,69591.0,2018
27Q,"Jet Aviation Flight Services, Inc.",2,61326.0,2018
27Q,"Jet Aviation Flight Services, Inc.",3,61182.0,2018
27Q,"Jet Aviation Flight Services, Inc.",4,54230.0,2018
2HQ,Elite Airways LLC,1,16546.0,2018
2HQ,Elite Airways LLC,2,16427.0,2018
2HQ,Elite Airways LLC,3,21741.0,2018
2HQ,Elite Airways LLC,4,20815.0,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,6344.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,3213.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,3356.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,3239.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,3132.0,2018
5X,United Parcel Service,1,647079.0,2018
5X,United Parcel Service,2,695169.0,2018
5X,United Parcel Service,3,678695.0,2018
5X,United Parcel Service,4,673130.0,2018
5Y,Atlas Air Inc.,1,508151.0,2018
5Y,Atlas Air Inc.,2,536196.0,2018
5Y,Atlas Air Inc.,3,543070.0,2018
5Y,Atlas Air Inc.,4,532908.0,2018
8C,Air Transport International,1,29832.0,2018
8C,Air Transport International,2,30309.0,2018
8C,Air Transport International,3,34664.0,2018
8C,Air Transport International,4,41703.0,2018
9E,Endeavor Air Inc.,1,119719.0,2018
9E,Endeavor Air Inc.,2,130575.0,2018
9E,Endeavor Air Inc.,3,125689.0,2018
9E,Endeavor Air Inc.,4,124876.0,2018
9S,Southern Air Inc.,1,31152.0,2018
9S,Southern Air Inc.,2,36918.0,2018
9S,Southern Air Inc.,3,33699.0,2018
9S,Southern Air Inc.,4,17138.0,2018
AA,American Airlines Inc.,1,16297718.0,2018
AA,American Airlines Inc.,2,16469372.0,2018
AA,American Airlines Inc.,3,16145977.0,2018
AA,American Airlines Inc.,4,17120864.0,2018
ABX,ABX Air Inc,1,45589.0,2018
ABX,ABX Air Inc,2,43154.0,2018
ABX,ABX Air Inc,3,46587.0,2018
ABX,ABX Air Inc,4,49625.0,2018
AS,Alaska Airlines Inc.,1,3047149.0,2018
AS,Alaska Airlines Inc.,2,3049165.0,2018
AS,Alaska Airlines Inc.,3,2380913.0,2018
AS,Alaska Airlines Inc.,4,4487995.0,2018
B6,JetBlue Airways,1,2512273.0,2018
B6,JetBlue Airways,2,2449134.0,2018
B6,JetBlue Airways,3,2512085.0,2018
B6,JetBlue Airways,4,2417423.0,2018
CP (2),Compass Airlines,1,33367.0,2018
CP (2),Compass Airlines,2,30983.0,2018
CP (2),Compass Airlines,3,26292.0,2018
CP (2),Compass Airlines,4,25470.0,2018
DL,Delta Air Lines Inc.,1,-20003846.0,2018
DL,Delta Air Lines Inc.,2,-19264991.0,2018
DL,Delta Air Lines Inc.,3,18145534.0,2018
DL,Delta Air Lines Inc.,4,18743634.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,1,156553.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,2,164837.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,3,181369.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,4,161686.0,2018
F9,Frontier Airlines Inc.,1,750689.0,2018
F9,Frontier Airlines Inc.,2,720694.0,2018
F9,Frontier Airlines Inc.,3,704769.0,2018
F9,Frontier Airlines Inc.,4,775330.0,2018
FX,Federal Express Corporation,1,11135920.0,2018
FX,Federal Express Corporation,2,9672320.0,2018
FX,Federal Express Corporation,3,9647054.0,2018
FX,Federal Express Corporation,4,9388208.0,2018
G4,Allegiant Air,1,539725.0,2018
G4,Allegiant Air,2,504667.0,2018
G4,Allegiant Air,3,538434.0,2018
G4,Allegiant Air,4,460207.0,2018
G7,GoJet Airlines LLC d/b/a United Express,1,83120.0,2018
G7,GoJet Airlines LLC d/b/a United Express,2,82211.0,2018
G7,GoJet Airlines LLC d/b/a United Express,3,78324.0,2018
G7,GoJet Airlines LLC d/b/a United Express,4,81972.0,2018
GFQ,Gulf And Caribbean Cargo,1,33176.0,2018
GFQ,Gulf And Caribbean Cargo,2,29702.0,2018
GFQ,Gulf And Caribbean Cargo,3,29439.0,2018
GFQ,Gulf And Caribbean Cargo,4,29442.0,2018
GL,Miami Air International,1,16831.0,2018
GL,Miami Air International,2,12367.0,2018
GL,Miami Air International,3,16311.0,2018
GL,Miami Air International,4,19669.0,2018
HA,Hawaiian Airlines Inc.,1,1015244.0,2018
HA,Hawaiian Airlines Inc.,2,1097747.0,2018
HA,Hawaiian Airlines Inc.,3,1029425.0,2018
HA,Hawaiian Airlines Inc.,4,996834.0,2018
KAQ,Kalitta Air LLC,1,126672.0,2018
KAQ,Kalitta Air LLC,2,132259.0,2018
KAQ,Kalitta Air LLC,3,144241.0,2018
KAQ,Kalitta Air LLC,4,164372.0,2018
KD,Western Global,1,22006.0,2018
KD,Western Global,2,26526.0,2018
KD,Western Global,3,21433.0,2018
KD,Western Global,4,26139.0,2018
KH,Aloha Air Cargo,1,20896.0,2018
KH,Aloha Air Cargo,2,19924.0,2018
KH,Aloha Air Cargo,3,19555.0,2018
KH,Aloha Air Cargo,4,20005.0,2018
KLQ,Kalitta Charters II,1,5998.0,2018
KLQ,Kalitta Charters II,2,5837.0,2018
KLQ,Kalitta Charters II,3,6823.0,2018
KLQ,Kalitta Charters II,4,9104.0,2018
L2,Lynden Air Cargo Airlines,1,13246.0,2018
L2,Lynden Air Cargo Airlines,2,13213.0,2018
L2,Lynden Air Cargo Airlines,3,14897.0,2018
L2,Lynden Air Cargo Airlines,4,13350.0,2018
M6,Amerijet International,1,95273.0,2018
M6,Amerijet International,2,92356.0,2018
M6,Amerijet International,3,92748.0,2018
M6,Amerijet International,4,95119.0,2018
MQ,Envoy Air,1,99380.0,2018
MQ,Envoy Air,2,105424.0,2018
MQ,Envoy Air,3,103467.0,2018
MQ,Envoy Air,4,117347.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,1,2619.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,2,15351.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,3,15465.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,4,23440.0,2018
NC,Northern Air Cargo Inc.,1,-21908.0,2018
NC,Northern Air Cargo Inc.,2,-12635.0,2018
NC,Northern Air Cargo Inc.,3,-8817.0,2018
NC,Northern Air Cargo Inc.,4,1240.0,2018
NK,Spirit Air Lines,1,1056651.0,2018
NK,Spirit Air Lines,2,909428.0,2018
NK,Spirit Air Lines,3,834612.0,2018
NK,Spirit Air Lines,4,843775.0,2018
OH,PSA Airlines Inc.,1,158129.0,2018
OH,PSA Airlines Inc.,2,156364.0,2018
OH,PSA Airlines Inc.,3,168069.0,2018
OH,PSA Airlines Inc.,4,196742.0,2018
OO,SkyWest Airlines Inc.,1,876769.0,2018
OO,SkyWest Airlines Inc.,2,900449.0,2018
OO,SkyWest Airlines Inc.,3,918444.0,2018
OO,SkyWest Airlines Inc.,4,1070868.0,2018
PFQ,Asia Pacific,1,4938.0,2018
PFQ,Asia Pacific,2,3776.0,2018
PFQ,Asia Pacific,3,4541.0,2018
PFQ,Asia Pacific,4,6560.0,2018
PO,Polar Air Cargo Airways,1,111067.0,2018
PO,Polar Air Cargo Airways,2,119064.0,2018
PO,Polar Air Cargo Airways,3,97378.0,2018
PO,Polar Air Cargo Airways,4,115559.0,2018
QX,Horizon Air,1,462085.0,2018
QX,Horizon Air,2,563392.0,2018
QX,Horizon Air,3,592790.0,2018
QX,Horizon Air,4,760550.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,1,142385.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,2,212128.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,3,211417.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,4,246880.0,2018
U7,USA Jet Airlines Inc.,1,124763.0,2018
U7,USA Jet Airlines Inc.,2,60772.0,2018
U7,USA Jet Airlines Inc.,3,70966.0,2018
U7,USA Jet Airlines Inc.,4,60378.0,2018
UA,United Air Lines Inc.,1,14187928.0,2018
UA,United Air Lines Inc.,2,14096338.0,2018
UA,United Air Lines Inc.,3,13688932.0,2018
UA,United Air Lines Inc.,4,13216883.0,2018
WI,Sky Lease Cargo,1,33969.0,2018
WI,Sky Lease Cargo,2,35543.0,2018
WI,Sky Lease Cargo,3,35290.0,2018
WI,Sky Lease Cargo,4,35391.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,11264.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,12783.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,14202.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,11483.0,2018
WN,Southwest Airlines Co.,1,7161757.0,2018
WN,Southwest Airlines Co.,2,7715936.0,2018
WN,Southwest Airlines Co.,3,7843008.0,2018
WN,Southwest Airlines Co.,4,7904840.0,2018
X9,Omni Air International LLC,1,44037.0,2018
X9,Omni Air International LLC,2,49454.0,2018
X9,Omni Air International LLC,3,40666.0,2018
X9,Omni Air International LLC,4,51597.0,2018
XP,TEM Enterprises dba  Avelo Airlines,1,11215.0,2018
XP,TEM Enterprises dba  Avelo Airlines,2,,2018
XP,TEM Enterprises dba  Avelo Airlines,3,,2018
XP,TEM Enterprises dba  Avelo Airlines,4,260.0,2018
YV,Mesa Airlines Inc.,1,109740.0,2018
YV,Mesa Airlines Inc.,2,119873.0,2018
YV,Mesa Airlines Inc.,3,129913.0,2018
YV,Mesa Airlines Inc.,4,90425.0,2018
YX,Republic Airline,1,357450.0,2018
YX,Republic Airline,2,359971.0,2018
YX,Republic Airline,3,375531.0,2018
YX,Republic Airline,4,381086.0,2018
ZW,Air Wisconsin Airlines Corp,1,37752.0,2018
ZW,Air Wisconsin Airlines Corp,2,43907.0,2018
ZW,Air Wisconsin Airlines Corp,3,244291.0,2018
ZW,Air Wisconsin Airlines Corp,4,62548.0,2018
All Rows,All Rows (including those not displayed),1,42408984.0,2018
All Rows,All Rows (including those not displayed),2,42366503.0,2018
All Rows,All Rows (including those not displayed),3,78704154.0,2018
All Rows,All Rows (including those not displayed),4,81827548.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,37547.0,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,36396.0,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,93431.0,2019
0WQ,Avjet Corporation,1,37141.0,2019
0WQ,Avjet Corporation,2,34930.0,2019
0WQ,Avjet Corporation,3,42219.0,2019
0WQ,Avjet Corporation,4,37789.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,11320.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,14211.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,21213.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,14268.0,2019
27Q,"Jet Aviation Flight Services, Inc.",1,49176.0,2019
27Q,"Jet Aviation Flight Services, Inc.",2,58926.0,2019
27Q,"Jet Aviation Flight Services, Inc.",3,33197.0,2019
27Q,"Jet Aviation Flight Services, Inc.",4,26156.0,2019
2HQ,Elite Airways LLC,1,18708.0,2019
2HQ,Elite Airways LLC,2,19801.0,2019
2HQ,Elite Airways LLC,3,22959.0,2019
2HQ,Elite Airways LLC,4,21289.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,4211.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,6715.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,6928.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,6536.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,2315.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,1386.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,935.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,539.0,2019
5X,United Parcel Service,1,656491.0,2019
5X,United Parcel Service,2,674728.0,2019
5X,United Parcel Service,3,689470.0,2019
5X,United Parcel Service,4,737196.0,2019
5Y,Atlas Air Inc.,1,630070.0,2019
5Y,Atlas Air Inc.,2,775046.0,2019
5Y,Atlas Air Inc.,3,694626.0,2019
5Y,Atlas Air Inc.,4,672796.0,2019
8C,Air Transport International,1,,2019
8C,Air Transport International,2,36130.0,2019
8C,Air Transport International,3,37055.0,2019
8C,Air Transport International,4,46931.0,2019
9E,Endeavor Air Inc.,1,137505.0,2019
9E,Endeavor Air Inc.,2,139546.0,2019
9E,Endeavor Air Inc.,3,131101.0,2019
9E,Endeavor Air Inc.,4,140037.0,2019
9S,Southern Air Inc.,1,14919.0,2019
9S,Southern Air Inc.,2,15906.0,2019
9S,Southern Air Inc.,3,17220.0,2019
9S,Southern Air Inc.,4,16570.0,2019
AA,American Airlines Inc.,1,18375068.0,2019
AA,American Airlines Inc.,2,18643304.0,2019
AA,American Airlines Inc.,3,18058591.0,2019
AA,American Airlines Inc.,4,17559671.0,2019
ABX,ABX Air Inc,1,42387.0,2019
ABX,ABX Air Inc,2,46988.0,2019
ABX,ABX Air Inc,3,48191.0,2019
ABX,ABX Air Inc,4,51145.0,2019
AS,Alaska Airlines Inc.,1,5011368.0,2019
AS,Alaska Airlines Inc.,2,5113587.0,2019
AS,Alaska Airlines Inc.,3,4969744.0,2019
AS,Alaska Airlines Inc.,4,4888068.0,2019
B6,JetBlue Airways,1,2850888.0,2019
B6,JetBlue Airways,2,2888509.0,2019
B6,JetBlue Airways,3,2759502.0,2019
B6,JetBlue Airways,4,2663170.0,2019
CP (2),Compass Airlines,1,30476.0,2019
CP (2),Compass Airlines,2,30048.0,2019
CP (2),Compass Airlines,3,26970.0,2019
CP (2),Compass Airlines,4,29504.0,2019
DL,Delta Air Lines Inc.,1,21310922.0,2019
DL,Delta Air Lines Inc.,2,21150033.0,2019
DL,Delta Air Lines Inc.,3,20183273.0,2019
DL,Delta Air Lines Inc.,4,20187508.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,1,-161686.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,2,68693.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,3,98818.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,4,102180.0,2019
F9,Frontier Airlines Inc.,1,1196649.0,2019
F9,Frontier Airlines Inc.,2,1232779.0,2019
F9,Frontier Airlines Inc.,3,1156721.0,2019
F9,Frontier Airlines Inc.,4,1236641.0,2019
FX,Federal Express Corporation,1,9285942.0,2019
FX,Federal Express Corporation,2,9947035.0,2019
FX,Federal Express Corporation,3,9690944.0,2019
FX,Federal Express Corporation,4,9820445.0,2019
G4,Allegiant Air,1,545842.0,2019
G4,Allegiant Air,2,556711.0,2019
G4,Allegiant Air,3,519152.0,2019
G4,Allegiant Air,4,581771.0,2019
G7,GoJet Airlines LLC d/b/a United Express,1,80212.0,2019
G7,GoJet Airlines LLC d/b/a United Express,2,69914.0,2019
G7,GoJet Airlines LLC d/b/a United Express,3,46995.0,2019
G7,GoJet Airlines LLC d/b/a United Express,4,45046.0,2019
GFQ,Gulf And Caribbean Cargo,1,30750.0,2019
GFQ,Gulf And Caribbean Cargo,2,27941.0,2019
GFQ,Gulf And Caribbean Cargo,3,28058.0,2019
GFQ,Gulf And Caribbean Cargo,4,29143.0,2019
GL,Miami Air International,1,22891.0,2019
GL,Miami Air International,2,17148.0,2019
GL,Miami Air International,3,18005.0,2019
GL,Miami Air International,4,18228.0,2019
HA,Hawaiian Airlines Inc.,1,1142993.0,2019
HA,Hawaiian Airlines Inc.,2,1143732.0,2019
HA,Hawaiian Airlines Inc.,3,1112170.0,2019
HA,Hawaiian Airlines Inc.,4,1060093.0,2019
KAQ,Kalitta Air LLC,1,154159.0,2019
KAQ,Kalitta Air LLC,2,143773.0,2019
KAQ,Kalitta Air LLC,3,146323.0,2019
KAQ,Kalitta Air LLC,4,156092.0,2019
KD,Western Global,1,24203.0,2019
KD,Western Global,2,26456.0,2019
KD,Western Global,3,27428.0,2019
KD,Western Global,4,51918.0,2019
KH,Aloha Air Cargo,1,11336.0,2019
KH,Aloha Air Cargo,2,-3294.0,2019
KH,Aloha Air Cargo,3,-6005.0,2019
KH,Aloha Air Cargo,4,-15261.0,2019
KLQ,Kalitta Charters II,1,6877.0,2019
KLQ,Kalitta Charters II,2,6764.0,2019
KLQ,Kalitta Charters II,3,5576.0,2019
KLQ,Kalitta Charters II,4,5845.0,2019
L2,Lynden Air Cargo Airlines,1,14353.0,2019
L2,Lynden Air Cargo Airlines,2,16906.0,2019
L2,Lynden Air Cargo Airlines,3,15383.0,2019
L2,Lynden Air Cargo Airlines,4,15603.0,2019
M6,Amerijet International,1,92382.0,2019
M6,Amerijet International,2,96139.0,2019
M6,Amerijet International,3,99424.0,2019
M6,Amerijet International,4,85401.0,2019
MQ,Envoy Air,1,112073.0,2019
MQ,Envoy Air,2,115776.0,2019
MQ,Envoy Air,3,115066.0,2019
MQ,Envoy Air,4,120928.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,1,21464.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,2,20131.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,3,23568.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,4,22667.0,2019
NC,Northern Air Cargo Inc.,1,13010.0,2019
NC,Northern Air Cargo Inc.,2,30867.0,2019
NC,Northern Air Cargo Inc.,3,51496.0,2019
NC,Northern Air Cargo Inc.,4,67532.0,2019
NK,Spirit Air Lines,1,2028621.0,2019
NK,Spirit Air Lines,2,2132021.0,2019
NK,Spirit Air Lines,3,1969029.0,2019
NK,Spirit Air Lines,4,1112043.0,2019
OH,PSA Airlines Inc.,1,220688.0,2019
OH,PSA Airlines Inc.,2,214854.0,2019
OH,PSA Airlines Inc.,3,220953.0,2019
OH,PSA Airlines Inc.,4,257974.0,2019
OO,SkyWest Airlines Inc.,1,1225628.0,2019
OO,SkyWest Airlines Inc.,2,1216147.0,2019
OO,SkyWest Airlines Inc.,3,1254113.0,2019
OO,SkyWest Airlines Inc.,4,1231326.0,2019
PFQ,Asia Pacific,1,5471.0,2019
PFQ,Asia Pacific,2,5571.0,2019
PFQ,Asia Pacific,3,10600.0,2019
PFQ,Asia Pacific,4,12401.0,2019
PO,Polar Air Cargo Airways,1,224173.0,2019
PO,Polar Air Cargo Airways,2,213005.0,2019
PO,Polar Air Cargo Airways,3,212454.0,2019
PO,Polar Air Cargo Airways,4,190499.0,2019
QX,Horizon Air,1,711242.0,2019
QX,Horizon Air,2,713486.0,2019
QX,Horizon Air,3,707300.0,2019
QX,Horizon Air,4,676331.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,1,242194.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,2,245050.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,3,237495.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,4,353553.0,2019
U7,USA Jet Airlines Inc.,1,63380.0,2019
U7,USA Jet Airlines Inc.,2,42896.0,2019
U7,USA Jet Airlines Inc.,3,41233.0,2019
U7,USA Jet Airlines Inc.,4,56176.0,2019
UA,United Air Lines Inc.,1,15339833.0,2019
UA,United Air Lines Inc.,2,16081975.0,2019
UA,United Air Lines Inc.,3,15695971.0,2019
UA,United Air Lines Inc.,4,14942506.0,2019
WI,Sky Lease Cargo,1,33614.0,2019
WI,Sky Lease Cargo,2,36173.0,2019
WI,Sky Lease Cargo,3,32435.0,2019
WI,Sky Lease Cargo,4,29912.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,11488.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,12732.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,15251.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,9146.0,2019
WN,Southwest Airlines Co.,1,8722820.0,2019
WN,Southwest Airlines Co.,2,8610938.0,2019
WN,Southwest Airlines Co.,3,8628808.0,2019
WN,Southwest Airlines Co.,4,8951603.0,2019
X9,Omni Air International LLC,1,61181.0,2019
X9,Omni Air International LLC,2,70054.0,2019
X9,Omni Air International LLC,3,80504.0,2019
X9,Omni Air International LLC,4,86740.0,2019
XP,TEM Enterprises dba  Avelo Airlines,1,380.0,2019
XP,TEM Enterprises dba  Avelo Airlines,2,586.0,2019
XP,TEM Enterprises dba  Avelo Airlines,3,884.0,2019
XP,TEM Enterprises dba  Avelo Airlines,4,1085.0,2019
YV,Mesa Airlines Inc.,1,81345.0,2019
YV,Mesa Airlines Inc.,2,102887.0,2019
YV,Mesa Airlines Inc.,3,95082.0,2019
YV,Mesa Airlines Inc.,4,140003.0,2019
YX,Republic Airline,1,411827.0,2019
YX,Republic Airline,2,432366.0,2019
YX,Republic Airline,3,427058.0,2019
YX,Republic Airline,4,439030.0,2019
ZW,Air Wisconsin Airlines Corp,1,98683.0,2019
ZW,Air Wisconsin Airlines Corp,2,74492.0,2019
ZW,Air Wisconsin Airlines Corp,3,79554.0,2019
ZW,Air Wisconsin Airlines Corp,4,76972.0,2019
All Rows,All Rows (including those not displayed),1,91296529.0,2019
All Rows,All Rows (including those not displayed),2,93408894.0,2019
All Rows,All Rows (including those not displayed),3,90601039.0,2019
All Rows,All Rows (including those not displayed),4,89164175.0,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,78295.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,82166.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,73477.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,84273.0,2020
0WQ,Avjet Corporation,1,40347.0,2020
0WQ,Avjet Corporation,2,37566.0,2020
0WQ,Avjet Corporation,3,40465.0,2020
0WQ,Avjet Corporation,4,35607.0,2020
