UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_ASSETS),Year
NK,Spirit Air Lines,4,1280260.0,2017
OH,PSA Airlines Inc.,1,81719.0,2017
OH,PSA Airlines Inc.,2,75944.0,2017
OH,PSA Airlines Inc.,3,68828.0,2017
OH,PSA Airlines Inc.,4,78220.0,2017
OO,SkyWest Airlines Inc.,1,805896.0,2017
OO,SkyWest Airlines Inc.,2,812532.0,2017
OO,SkyWest Airlines Inc.,3,852344.0,2017
OO,SkyWest Airlines Inc.,4,844185.0,2017
PFQ,Asia Pacific,1,4611.0,2017
PFQ,Asia Pacific,2,4915.0,2017
PFQ,Asia Pacific,3,6260.0,2017
PFQ,Asia Pacific,4,8008.0,2017
PO,Polar Air Cargo Airways,1,109490.0,2017
PO,Polar Air Cargo Airways,2,100181.0,2017
PO,Polar Air Cargo Airways,3,105833.0,2017
PO,Polar Air Cargo Airways,4,114178.0,2017
QX,Horizon Air,1,136624.0,2017
QX,Horizon Air,2,137162.0,2017
QX,Horizon Air,3,125057.0,2017
QX,Horizon Air,4,165971.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,1,101116.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,2,99838.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,3,112544.0,2017
SY,Sun Country Airlines d/b/a MN Airlines,4,107316.0,2017
U7,USA Jet Airlines Inc.,1,57351.0,2017
U7,USA Jet Airlines Inc.,2,101205.0,2017
U7,USA Jet Airlines Inc.,3,106030.0,2017
U7,USA Jet Airlines Inc.,4,134197.0,2017
UA,United Air Lines Inc.,1,7718643.0,2017
UA,United Air Lines Inc.,2,8242722.0,2017
UA,United Air Lines Inc.,3,7870532.0,2017
UA,United Air Lines Inc.,4,7107551.0,2017
VX,Virgin America,1,522564.0,2017
VX,Virgin America,2,625093.0,2017
VX,Virgin America,3,503223.0,2017
VX,Virgin America,4,631379.0,2017
WI,Sky Lease Cargo,1,31249.0,2017
WI,Sky Lease Cargo,2,34892.0,2017
WI,Sky Lease Cargo,3,33861.0,2017
WI,Sky Lease Cargo,4,48623.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,2616.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,2339.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,2446.0,2017
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,3564.0,2017
WN,Southwest Airlines Co.,1,4658403.0,2017
WN,Southwest Airlines Co.,2,4343255.0,2017
WN,Southwest Airlines Co.,3,4280097.0,2017
WN,Southwest Airlines Co.,4,4815342.0,2017
WP,Island Air Hawaii,1,5575.0,2017
WP,Island Air Hawaii,2,3190.0,2017
WP,Island Air Hawaii,3,2933.0,2017
WP,Island Air Hawaii,4,,2017
X9,Omni Air International LLC,1,49537.0,2017
X9,Omni Air International LLC,2,48334.0,2017
X9,Omni Air International LLC,3,55528.0,2017
X9,Omni Air International LLC,4,48332.0,2017
XP,TEM Enterprises dba  Avelo Airlines,1,9891.0,2017
XP,TEM Enterprises dba  Avelo Airlines,2,10709.0,2017
XP,TEM Enterprises dba  Avelo Airlines,3,10928.0,2017
XP,TEM Enterprises dba  Avelo Airlines,4,11301.0,2017
YV,Mesa Airlines Inc.,1,57670.0,2017
YV,Mesa Airlines Inc.,2,72471.0,2017
YV,Mesa Airlines Inc.,3,71639.0,2017
YV,Mesa Airlines Inc.,4,66320.0,2017
YX,Republic Airline,1,508757.0,2017
YX,Republic Airline,2,306499.0,2017
YX,Republic Airline,3,306291.0,2017
YX,Republic Airline,4,331759.0,2017
ZW,Air Wisconsin Airlines Corp,1,63663.0,2017
ZW,Air Wisconsin Airlines Corp,2,81525.0,2017
ZW,Air Wisconsin Airlines Corp,3,83972.0,2017
ZW,Air Wisconsin Airlines Corp,4,80120.0,2017
All Rows,All Rows (including those not displayed),1,61786451.0,2017
All Rows,All Rows (including those not displayed),2,64315152.0,2017
All Rows,All Rows (including those not displayed),3,64129000.0,2017
All Rows,All Rows (including those not displayed),4,65228576.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,47579.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,46175.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,50321.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,48293.0,2018
0WQ,Avjet Corporation,1,19330.0,2018
0WQ,Avjet Corporation,2,,2018
0WQ,Avjet Corporation,3,,2018
0WQ,Avjet Corporation,4,10366.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1901.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,4696.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,2746.0,2018
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,5246.0,2018
27Q,"Jet Aviation Flight Services, Inc.",1,62207.0,2018
27Q,"Jet Aviation Flight Services, Inc.",2,68366.0,2018
27Q,"Jet Aviation Flight Services, Inc.",3,68974.0,2018
27Q,"Jet Aviation Flight Services, Inc.",4,59343.0,2018
2HQ,Elite Airways LLC,1,10755.0,2018
2HQ,Elite Airways LLC,2,13833.0,2018
2HQ,Elite Airways LLC,3,15068.0,2018
2HQ,Elite Airways LLC,4,9720.0,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,,2018
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,6508.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,24035.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,24686.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,26753.0,2018
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,21692.0,2018
5X,United Parcel Service,1,1874983.0,2018
5X,United Parcel Service,2,2144385.0,2018
5X,United Parcel Service,3,2068540.0,2018
5X,United Parcel Service,4,2130191.0,2018
5Y,Atlas Air Inc.,1,359124.0,2018
5Y,Atlas Air Inc.,2,364761.0,2018
5Y,Atlas Air Inc.,3,399344.0,2018
5Y,Atlas Air Inc.,4,426582.0,2018
8C,Air Transport International,1,50811.0,2018
8C,Air Transport International,2,49154.0,2018
8C,Air Transport International,3,40821.0,2018
8C,Air Transport International,4,59703.0,2018
9E,Endeavor Air Inc.,1,123472.0,2018
9E,Endeavor Air Inc.,2,126277.0,2018
9E,Endeavor Air Inc.,3,134554.0,2018
9E,Endeavor Air Inc.,4,125978.0,2018
9S,Southern Air Inc.,1,22992.0,2018
9S,Southern Air Inc.,2,29600.0,2018
9S,Southern Air Inc.,3,26423.0,2018
9S,Southern Air Inc.,4,22497.0,2018
AA,American Airlines Inc.,1,18743536.0,2018
AA,American Airlines Inc.,2,19355418.0,2018
AA,American Airlines Inc.,3,19827754.0,2018
AA,American Airlines Inc.,4,19103254.0,2018
ABX,ABX Air Inc,1,305639.0,2018
ABX,ABX Air Inc,2,308499.0,2018
ABX,ABX Air Inc,3,298229.0,2018
ABX,ABX Air Inc,4,305630.0,2018
AS,Alaska Airlines Inc.,1,7140351.0,2018
AS,Alaska Airlines Inc.,2,7383322.0,2018
AS,Alaska Airlines Inc.,3,6779074.0,2018
AS,Alaska Airlines Inc.,4,8765953.0,2018
B6,JetBlue Airways,1,1319830.0,2018
B6,JetBlue Airways,2,1447869.0,2018
B6,JetBlue Airways,3,1507114.0,2018
B6,JetBlue Airways,4,1473938.0,2018
CP (2),Compass Airlines,1,75725.0,2018
CP (2),Compass Airlines,2,74272.0,2018
CP (2),Compass Airlines,3,40790.0,2018
CP (2),Compass Airlines,4,43517.0,2018
DL,Delta Air Lines Inc.,1,7710857.0,2018
DL,Delta Air Lines Inc.,2,7641551.0,2018
DL,Delta Air Lines Inc.,3,6704606.0,2018
DL,Delta Air Lines Inc.,4,6483413.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,1,248828.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,2,250378.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,3,237899.0,2018
EV,ExpressJet Airlines LLC d/b/a aha!,4,51552.0,2018
F9,Frontier Airlines Inc.,1,959495.0,2018
F9,Frontier Airlines Inc.,2,1011743.0,2018
F9,Frontier Airlines Inc.,3,803192.0,2018
F9,Frontier Airlines Inc.,4,844043.0,2018
FX,Federal Express Corporation,1,8129963.0,2018
FX,Federal Express Corporation,2,8355604.0,2018
FX,Federal Express Corporation,3,6623858.0,2018
FX,Federal Express Corporation,4,6606257.0,2018
G4,Allegiant Air,1,1104765.0,2018
G4,Allegiant Air,2,1025668.0,2018
G4,Allegiant Air,3,1116277.0,2018
G4,Allegiant Air,4,1087517.0,2018
G7,GoJet Airlines LLC d/b/a United Express,1,11177.0,2018
G7,GoJet Airlines LLC d/b/a United Express,2,14328.0,2018
G7,GoJet Airlines LLC d/b/a United Express,3,15219.0,2018
G7,GoJet Airlines LLC d/b/a United Express,4,17286.0,2018
GFQ,Gulf And Caribbean Cargo,1,16180.0,2018
GFQ,Gulf And Caribbean Cargo,2,13278.0,2018
GFQ,Gulf And Caribbean Cargo,3,12671.0,2018
GFQ,Gulf And Caribbean Cargo,4,11275.0,2018
GL,Miami Air International,1,11719.0,2018
GL,Miami Air International,2,3484.0,2018
GL,Miami Air International,3,7214.0,2018
GL,Miami Air International,4,11960.0,2018
HA,Hawaiian Airlines Inc.,1,708350.0,2018
HA,Hawaiian Airlines Inc.,2,813368.0,2018
HA,Hawaiian Airlines Inc.,3,827303.0,2018
HA,Hawaiian Airlines Inc.,4,689258.0,2018
KAQ,Kalitta Air LLC,1,114137.0,2018
KAQ,Kalitta Air LLC,2,122384.0,2018
KAQ,Kalitta Air LLC,3,113522.0,2018
KAQ,Kalitta Air LLC,4,162278.0,2018
KD,Western Global,1,22039.0,2018
KD,Western Global,2,26656.0,2018
KD,Western Global,3,34370.0,2018
KD,Western Global,4,28746.0,2018
KH,Aloha Air Cargo,1,15749.0,2018
KH,Aloha Air Cargo,2,16236.0,2018
KH,Aloha Air Cargo,3,14934.0,2018
KH,Aloha Air Cargo,4,14954.0,2018
KLQ,Kalitta Charters II,1,17468.0,2018
KLQ,Kalitta Charters II,2,8950.0,2018
KLQ,Kalitta Charters II,3,10527.0,2018
KLQ,Kalitta Charters II,4,15893.0,2018
L2,Lynden Air Cargo Airlines,1,18292.0,2018
L2,Lynden Air Cargo Airlines,2,14246.0,2018
L2,Lynden Air Cargo Airlines,3,14815.0,2018
L2,Lynden Air Cargo Airlines,4,23013.0,2018
M6,Amerijet International,1,56640.0,2018
M6,Amerijet International,2,55224.0,2018
M6,Amerijet International,3,51831.0,2018
M6,Amerijet International,4,60687.0,2018
MQ,Envoy Air,1,63280.0,2018
MQ,Envoy Air,2,71164.0,2018
MQ,Envoy Air,3,53799.0,2018
MQ,Envoy Air,4,55851.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,1,24693.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,2,13504.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,3,8606.0,2018
N8,National Air Cargo Group Inc d/ba National Airlines,4,21349.0,2018
NC,Northern Air Cargo Inc.,1,33012.0,2018
NC,Northern Air Cargo Inc.,2,39377.0,2018
NC,Northern Air Cargo Inc.,3,43510.0,2018
NC,Northern Air Cargo Inc.,4,51916.0,2018
NK,Spirit Air Lines,1,1298841.0,2018
NK,Spirit Air Lines,2,1230336.0,2018
NK,Spirit Air Lines,3,1206107.0,2018
NK,Spirit Air Lines,4,1344965.0,2018
OH,PSA Airlines Inc.,1,88967.0,2018
OH,PSA Airlines Inc.,2,77170.0,2018
OH,PSA Airlines Inc.,3,85220.0,2018
OH,PSA Airlines Inc.,4,92627.0,2018
OO,SkyWest Airlines Inc.,1,779414.0,2018
OO,SkyWest Airlines Inc.,2,779829.0,2018
OO,SkyWest Airlines Inc.,3,827973.0,2018
OO,SkyWest Airlines Inc.,4,775101.0,2018
PFQ,Asia Pacific,1,10104.0,2018
PFQ,Asia Pacific,2,8762.0,2018
PFQ,Asia Pacific,3,10227.0,2018
PFQ,Asia Pacific,4,14010.0,2018
PO,Polar Air Cargo Airways,1,123350.0,2018
PO,Polar Air Cargo Airways,2,131584.0,2018
PO,Polar Air Cargo Airways,3,109947.0,2018
PO,Polar Air Cargo Airways,4,128460.0,2018
QX,Horizon Air,1,168390.0,2018
QX,Horizon Air,2,178467.0,2018
QX,Horizon Air,3,178555.0,2018
QX,Horizon Air,4,204832.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,1,98961.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,2,88626.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,3,82611.0,2018
SY,Sun Country Airlines d/b/a MN Airlines,4,95283.0,2018
U7,USA Jet Airlines Inc.,1,157244.0,2018
U7,USA Jet Airlines Inc.,2,108961.0,2018
U7,USA Jet Airlines Inc.,3,101398.0,2018
U7,USA Jet Airlines Inc.,4,91800.0,2018
UA,United Air Lines Inc.,1,8281265.0,2018
UA,United Air Lines Inc.,2,8875439.0,2018
UA,United Air Lines Inc.,3,8665363.0,2018
UA,United Air Lines Inc.,4,7188384.0,2018
WI,Sky Lease Cargo,1,44316.0,2018
WI,Sky Lease Cargo,2,34242.0,2018
WI,Sky Lease Cargo,3,32571.0,2018
WI,Sky Lease Cargo,4,30183.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,3899.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,4570.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,5074.0,2018
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,4995.0,2018
WN,Southwest Airlines Co.,1,4801054.0,2018
WN,Southwest Airlines Co.,2,5408402.0,2018
WN,Southwest Airlines Co.,3,5600909.0,2018
WN,Southwest Airlines Co.,4,5028437.0,2018
X9,Omni Air International LLC,1,68220.0,2018
X9,Omni Air International LLC,2,80862.0,2018
X9,Omni Air International LLC,3,77692.0,2018
X9,Omni Air International LLC,4,92738.0,2018
XP,TEM Enterprises dba  Avelo Airlines,1,12473.0,2018
XP,TEM Enterprises dba  Avelo Airlines,2,,2018
XP,TEM Enterprises dba  Avelo Airlines,3,,2018
XP,TEM Enterprises dba  Avelo Airlines,4,124.0,2018
YV,Mesa Airlines Inc.,1,66269.0,2018
YV,Mesa Airlines Inc.,2,61547.0,2018
YV,Mesa Airlines Inc.,3,57451.0,2018
YV,Mesa Airlines Inc.,4,51317.0,2018
YX,Republic Airline,1,343238.0,2018
YX,Republic Airline,2,361145.0,2018
YX,Republic Airline,3,389086.0,2018
YX,Republic Airline,4,377941.0,2018
ZW,Air Wisconsin Airlines Corp,1,61971.0,2018
ZW,Air Wisconsin Airlines Corp,2,79833.0,2018
ZW,Air Wisconsin Airlines Corp,3,74344.0,2018
ZW,Air Wisconsin Airlines Corp,4,62576.0,2018
All Rows,All Rows (including those not displayed),1,65856889.0,2018
All Rows,All Rows (including those not displayed),2,68448233.0,2018
All Rows,All Rows (including those not displayed),3,65485186.0,2018
All Rows,All Rows (including those not displayed),4,64439432.0,2018
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,55282.0,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,54457.0,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,100940.0,2019
0WQ,Avjet Corporation,1,11347.0,2019
0WQ,Avjet Corporation,2,8769.0,2019
0WQ,Avjet Corporation,3,15651.0,2019
0WQ,Avjet Corporation,4,10729.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,7172.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,10101.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,13777.0,2019
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,22060.0,2019
27Q,"Jet Aviation Flight Services, Inc.",1,64767.0,2019
27Q,"Jet Aviation Flight Services, Inc.",2,79867.0,2019
27Q,"Jet Aviation Flight Services, Inc.",3,60017.0,2019
27Q,"Jet Aviation Flight Services, Inc.",4,58418.0,2019
2HQ,Elite Airways LLC,1,8286.0,2019
2HQ,Elite Airways LLC,2,7407.0,2019
2HQ,Elite Airways LLC,3,7478.0,2019
2HQ,Elite Airways LLC,4,6582.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,3030.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",2,4593.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3,5329.0,2019
3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",4,5170.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,23509.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,24936.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,27465.0,2019
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,24186.0,2019
5X,United Parcel Service,1,2736706.0,2019
5X,United Parcel Service,2,2925767.0,2019
5X,United Parcel Service,3,3032995.0,2019
5X,United Parcel Service,4,2942968.0,2019
5Y,Atlas Air Inc.,1,328677.0,2019
5Y,Atlas Air Inc.,2,367118.0,2019
5Y,Atlas Air Inc.,3,406356.0,2019
5Y,Atlas Air Inc.,4,442414.0,2019
8C,Air Transport International,1,,2019
8C,Air Transport International,2,41347.0,2019
8C,Air Transport International,3,40343.0,2019
8C,Air Transport International,4,53753.0,2019
9E,Endeavor Air Inc.,1,167276.0,2019
9E,Endeavor Air Inc.,2,156521.0,2019
9E,Endeavor Air Inc.,3,123115.0,2019
9E,Endeavor Air Inc.,4,109148.0,2019
9S,Southern Air Inc.,1,20643.0,2019
9S,Southern Air Inc.,2,26004.0,2019
9S,Southern Air Inc.,3,34822.0,2019
9S,Southern Air Inc.,4,44977.0,2019
AA,American Airlines Inc.,1,19898263.0,2019
AA,American Airlines Inc.,2,20495625.0,2019
AA,American Airlines Inc.,3,20565155.0,2019
AA,American Airlines Inc.,4,20368967.0,2019
ABX,ABX Air Inc,1,300100.0,2019
ABX,ABX Air Inc,2,301459.0,2019
ABX,ABX Air Inc,3,297674.0,2019
ABX,ABX Air Inc,4,306557.0,2019
AS,Alaska Airlines Inc.,1,9065363.0,2019
AS,Alaska Airlines Inc.,2,9346451.0,2019
AS,Alaska Airlines Inc.,3,9398120.0,2019
AS,Alaska Airlines Inc.,4,9303917.0,2019
B6,JetBlue Airways,1,1520995.0,2019
B6,JetBlue Airways,2,1469562.0,2019
B6,JetBlue Airways,3,1460144.0,2019
B6,JetBlue Airways,4,1785674.0,2019
CP (2),Compass Airlines,1,45913.0,2019
CP (2),Compass Airlines,2,45906.0,2019
CP (2),Compass Airlines,3,46161.0,2019
CP (2),Compass Airlines,4,44279.0,2019
DL,Delta Air Lines Inc.,1,7153946.0,2019
DL,Delta Air Lines Inc.,2,7102777.0,2019
DL,Delta Air Lines Inc.,3,6924646.0,2019
DL,Delta Air Lines Inc.,4,8263239.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,1,-51552.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,2,29381.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,3,40583.0,2019
EV,ExpressJet Airlines LLC d/b/a aha!,4,50724.0,2019
F9,Frontier Airlines Inc.,1,753805.0,2019
F9,Frontier Airlines Inc.,2,848335.0,2019
F9,Frontier Airlines Inc.,3,849088.0,2019
F9,Frontier Airlines Inc.,4,936850.0,2019
FX,Federal Express Corporation,1,6671679.0,2019
FX,Federal Express Corporation,2,5350481.0,2019
FX,Federal Express Corporation,3,5383198.0,2019
FX,Federal Express Corporation,4,5264113.0,2019
G4,Allegiant Air,1,1161981.0,2019
G4,Allegiant Air,2,1328237.0,2019
G4,Allegiant Air,3,1228814.0,2019
G4,Allegiant Air,4,1264499.0,2019
G7,GoJet Airlines LLC d/b/a United Express,1,12268.0,2019
G7,GoJet Airlines LLC d/b/a United Express,2,24929.0,2019
G7,GoJet Airlines LLC d/b/a United Express,3,24669.0,2019
G7,GoJet Airlines LLC d/b/a United Express,4,20058.0,2019
GFQ,Gulf And Caribbean Cargo,1,14186.0,2019
GFQ,Gulf And Caribbean Cargo,2,11307.0,2019
GFQ,Gulf And Caribbean Cargo,3,10859.0,2019
GFQ,Gulf And Caribbean Cargo,4,10704.0,2019
GL,Miami Air International,1,17237.0,2019
GL,Miami Air International,2,7614.0,2019
GL,Miami Air International,3,8204.0,2019
GL,Miami Air International,4,6182.0,2019
HA,Hawaiian Airlines Inc.,1,725122.0,2019
HA,Hawaiian Airlines Inc.,2,724394.0,2019
HA,Hawaiian Airlines Inc.,3,970466.0,2019
HA,Hawaiian Airlines Inc.,4,862239.0,2019
KAQ,Kalitta Air LLC,1,154943.0,2019
KAQ,Kalitta Air LLC,2,135922.0,2019
KAQ,Kalitta Air LLC,3,123942.0,2019
KAQ,Kalitta Air LLC,4,151511.0,2019
KD,Western Global,1,34647.0,2019
KD,Western Global,2,37376.0,2019
KD,Western Global,3,47840.0,2019
KD,Western Global,4,91683.0,2019
KH,Aloha Air Cargo,1,8295.0,2019
KH,Aloha Air Cargo,2,10488.0,2019
KH,Aloha Air Cargo,3,9473.0,2019
KH,Aloha Air Cargo,4,6411.0,2019
KLQ,Kalitta Charters II,1,15372.0,2019
KLQ,Kalitta Charters II,2,13292.0,2019
KLQ,Kalitta Charters II,3,10540.0,2019
KLQ,Kalitta Charters II,4,19667.0,2019
L2,Lynden Air Cargo Airlines,1,17163.0,2019
L2,Lynden Air Cargo Airlines,2,16620.0,2019
L2,Lynden Air Cargo Airlines,3,18709.0,2019
L2,Lynden Air Cargo Airlines,4,18290.0,2019
M6,Amerijet International,1,56414.0,2019
M6,Amerijet International,2,51725.0,2019
M6,Amerijet International,3,52835.0,2019
M6,Amerijet International,4,54359.0,2019
MQ,Envoy Air,1,56342.0,2019
MQ,Envoy Air,2,67593.0,2019
MQ,Envoy Air,3,56540.0,2019
MQ,Envoy Air,4,87968.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,1,13244.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,2,7686.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,3,8494.0,2019
N8,National Air Cargo Group Inc d/ba National Airlines,4,9887.0,2019
NC,Northern Air Cargo Inc.,1,59598.0,2019
NC,Northern Air Cargo Inc.,2,18761.0,2019
NC,Northern Air Cargo Inc.,3,22282.0,2019
NC,Northern Air Cargo Inc.,4,27958.0,2019
NK,Spirit Air Lines,1,1515997.0,2019
NK,Spirit Air Lines,2,1513385.0,2019
NK,Spirit Air Lines,3,1390633.0,2019
NK,Spirit Air Lines,4,1385444.0,2019
OH,PSA Airlines Inc.,1,109306.0,2019
OH,PSA Airlines Inc.,2,104095.0,2019
OH,PSA Airlines Inc.,3,100705.0,2019
OH,PSA Airlines Inc.,4,112805.0,2019
OO,SkyWest Airlines Inc.,1,648579.0,2019
OO,SkyWest Airlines Inc.,2,646173.0,2019
OO,SkyWest Airlines Inc.,3,724882.0,2019
OO,SkyWest Airlines Inc.,4,674368.0,2019
PFQ,Asia Pacific,1,13517.0,2019
PFQ,Asia Pacific,2,18767.0,2019
PFQ,Asia Pacific,3,14207.0,2019
PFQ,Asia Pacific,4,17652.0,2019
PO,Polar Air Cargo Airways,1,116879.0,2019
PO,Polar Air Cargo Airways,2,109302.0,2019
PO,Polar Air Cargo Airways,3,107100.0,2019
PO,Polar Air Cargo Airways,4,108030.0,2019
QX,Horizon Air,1,217599.0,2019
QX,Horizon Air,2,207574.0,2019
QX,Horizon Air,3,194216.0,2019
QX,Horizon Air,4,226942.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,1,262698.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,2,248852.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,3,231584.0,2019
SY,Sun Country Airlines d/b/a MN Airlines,4,259675.0,2019
U7,USA Jet Airlines Inc.,1,96270.0,2019
U7,USA Jet Airlines Inc.,2,67759.0,2019
U7,USA Jet Airlines Inc.,3,64585.0,2019
U7,USA Jet Airlines Inc.,4,82209.0,2019
UA,United Air Lines Inc.,1,7601934.0,2019
UA,United Air Lines Inc.,2,8903590.0,2019
UA,United Air Lines Inc.,3,8527106.0,2019
UA,United Air Lines Inc.,4,8188323.0,2019
WI,Sky Lease Cargo,1,24691.0,2019
WI,Sky Lease Cargo,2,23064.0,2019
WI,Sky Lease Cargo,3,27625.0,2019
WI,Sky Lease Cargo,4,20024.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,4493.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,4720.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,4643.0,2019
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,7554.0,2019
WN,Southwest Airlines Co.,1,5483243.0,2019
WN,Southwest Airlines Co.,2,5553916.0,2019
WN,Southwest Airlines Co.,3,5649764.0,2019
WN,Southwest Airlines Co.,4,5974004.0,2019
X9,Omni Air International LLC,1,115260.0,2019
X9,Omni Air International LLC,2,130965.0,2019
X9,Omni Air International LLC,3,148454.0,2019
X9,Omni Air International LLC,4,153071.0,2019
XP,TEM Enterprises dba  Avelo Airlines,1,290.0,2019
XP,TEM Enterprises dba  Avelo Airlines,2,464.0,2019
XP,TEM Enterprises dba  Avelo Airlines,3,423.0,2019
XP,TEM Enterprises dba  Avelo Airlines,4,162.0,2019
YV,Mesa Airlines Inc.,1,61413.0,2019
YV,Mesa Airlines Inc.,2,56389.0,2019
YV,Mesa Airlines Inc.,3,57999.0,2019
YV,Mesa Airlines Inc.,4,29241.0,2019
YX,Republic Airline,1,349443.0,2019
YX,Republic Airline,2,365466.0,2019
YX,Republic Airline,3,375320.0,2019
YX,Republic Airline,4,394566.0,2019
ZW,Air Wisconsin Airlines Corp,1,31699.0,2019
ZW,Air Wisconsin Airlines Corp,2,27413.0,2019
ZW,Air Wisconsin Airlines Corp,3,31414.0,2019
ZW,Air Wisconsin Airlines Corp,4,28399.0,2019
All Rows,All Rows (including those not displayed),1,67785334.0,2019
All Rows,All Rows (including those not displayed),2,69134704.0,2019
All Rows,All Rows (including those not displayed),3,68976442.0,2019
All Rows,All Rows (including those not displayed),4,70439552.0,2019
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,64923.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,54739.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,65467.0,2020
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,73049.0,2020
0WQ,Avjet Corporation,1,13140.0,2020
0WQ,Avjet Corporation,2,9131.0,2020
0WQ,Avjet Corporation,3,12179.0,2020
0WQ,Avjet Corporation,4,9451.0,2020
